City/area,Microterritorial Unit,Category,Sub-category,Indicator,Year,Value,Unit,Comments,Source,DOI,URL
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1847,0.67,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1848,0.56,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1849,0.66,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1850,1.24,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1851,1.35,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1852,1.61,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1853,1.47,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1854,1.9,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1855,2.29,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1856,2.38,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1857,1.83,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1858,2.37,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1859,2.83,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1860,2.51,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1861,2.81,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1862,3.28,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1863,3.32,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1864,3.86,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1865,2.98,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1866,3.82,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1867,3.48,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1868,3.31,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1869,4.56,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1870,5.53,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1871,6.43,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1872,6.4,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1873,8,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1874,8.08,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1875,8.74,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1876,8.54,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1877,8.93,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1878,9.82,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1879,11.02,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1880,11.01,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1881,11.52,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1882,12.06,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1883,13.39,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1884,13.86,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1885,14.81,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1886,15.4,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1887,16.91,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1888,17.39,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1889,18.17,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1890,18.74,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1891,19.98,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1892,28.23,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1893,29.32,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1894,34.19,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1895,35.81,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1896,40.43,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1897,39.97,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1898,38.82,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1899,42.35,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1900,47.18,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1901,45.71,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1902,44.23,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1903,42.76,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1904,41.29,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1905,44.59,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1906,49.66,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1907,54.73,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1908,59.79,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1909,55.27,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1910,50.74,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1911,46.21,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1912,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1913,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1914,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1915,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1916,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1917,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1918,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1919,32.64,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1920,37.13,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1921,46.17,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1922,58.66,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1923,60.86,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1924,63.05,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1925,65.25,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1926,67.44,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1927,73.81,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1928,75.85,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1929,71.99,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1930,68.13,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1931,70.33,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1932,62.84,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1933,58.22,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1934,51.06,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1935,50.67,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1936,49.06,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1937,51.93,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1938,52.51,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1939,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1940,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1941,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1942,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1943,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1944,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1945,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1946,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1947,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1948,43.36,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1949,49.32,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1950,46.54,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1951,44.01,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1952,35.2,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1953,36.38,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1954,37.56,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1955,38.74,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1956,39.91,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1957,41.06,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1958,31.5,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1959,27.7,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1960,27.96,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1961,27.01,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1962,34.07,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1963,39.34,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1964,33.81,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1965,31.02,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1966,31.74,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1967,28.57,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption,Energy use by energy type -  Coal ,1968,27.29,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
